UniProt	SwissProt	Chembl	Annotation
EBP_HUMAN	Q15125	CHEMBL4931	3-beta-hydroxysteroid-delta(8),delta(7)-isomerase, Human
ECE1_BOVIN	P42891	CHEMBL2340	Endothelin-converting Enzyme 1, Bovin
ECE1_HUMAN	P42892	CHEMBL4791	Endothelin-converting Enzyme 1, Human
ECE1_RAT	P42893	CHEMBL2676	Endothelin-converting Enzyme 1, Rat
ECE2_HUMAN	O60344	CHEMBL5890	Endothelin-converting Enzyme 2, Human
ECR_DROME	P34021	CHEMBL5676	Ecdysone Receptor, Drome
ECR_LUCCU	O18531	CHEMBL1250403	Ecdysone Receptor, Luccu
EDNRA_HUMAN	P25101	CHEMBL252	Endothelin Receptor ET-A, Human
EDNRA_MOUSE	Q61614	CHEMBL2286	Endothelin Receptor ET-A, Mouse
EDNRA_PIG	Q29010	CHEMBL4130	Endothelin Receptor ET-A, Pig
EDNRA_RAT	P26684	CHEMBL4566	Endothelin Receptor ET-A, Rat
EDNRB_HUMAN	P24530	CHEMBL1785	Endothelin Receptor ET-B, Human
EDNRB_MOUSE	P48302	CHEMBL1681617	Endothelin B Receptor, Mouse
EDNRB_PIG	P35463	CHEMBL3949	Endothelin Receptor ET-B, Pig
EDNRB_RAT	P21451	CHEMBL4631	Endothelin Receptor ET-B, Rat
EF1A1_HUMAN	P68104	CHEMBL1795120	Elongation Factor 1-alpha 1, Human
EF1A2_HUMAN	Q05639	CHEMBL1795122	Elongation Factor 1-alpha 2, Human
EF2K_HUMAN	O00418	CHEMBL5026	Serine/threonine-protein Kinase EEF2K, Human
EGFR_HUMAN	P00533	CHEMBL203	Epidermal Growth Factor Receptor ErbB1, Human
EGFR_MOUSE	Q01279	CHEMBL3608	Epidermal Growth Factor Receptor ErbB1, Mouse
EGLN1_HUMAN	Q9GZT9	CHEMBL5697	Egl Nine Homolog 1, Human
EGLN2_HUMAN	Q96KS0	CHEMBL3028	Hypoxia-inducible Factor Prolyl Hydroxylase 1, Human
EGLN3_HUMAN	Q9H6Z9	CHEMBL5705	Egl Nine Homolog 3, Human
EHMT1_HUMAN	Q9H9B1	CHEMBL6031	Histone-lysine N-methyltransferase, H3 Lysine-9 Specific 5, Human
EHMT2_HUMAN	Q96KQ7	CHEMBL6032	Histone-lysine N-methyltransferase, H3 Lysine-9 Specific 3, Human
ELAS_PSEAE	P14756	CHEMBL1075146	Pseudolysin, Pseae
ELAV1_HUMAN	Q15717	CHEMBL1250379	ELAV-like Protein 1, Human
ELF3_HUMAN	P78545	CHEMBL1075147	ETS-related Transcription Factor Elf-3, Human
ELNE_HUMAN	P08246	CHEMBL248	Leukocyte Elastase, Human
ELNE_MOUSE	Q3UP87	CHEMBL5156	Neutrophil Elastase, Mouse
ELOV1_HUMAN	Q9BW60	CHEMBL6001	Elongation Of Very Long Chain Fatty Acids Protein 1, Human
ELOV3_HUMAN	Q9HB03	CHEMBL5791	Elongation Of Very Long Chain Fatty Acids Protein 3, Human
ELOV3_MOUSE	O35949	CHEMBL5775	Elongation Of Very Long Chain Fatty Acids Protein 3, Mouse
ELOV6_HUMAN	Q9H5J4	CHEMBL5704	Elongation Of Very Long Chain Fatty Acids Protein 6, Human
ELOV6_MOUSE	Q920L5	CHEMBL5726	Elongation Of Very Long Chain Fatty Acids Protein 6, Mouse
ENASE_HUMAN	Q8NFI3	CHEMBL5172	Endo-beta-N-acetylglucosaminidase, Human
ENPL_CANFA	P41148	CHEMBL4748	Heat Shock Protein 90 Beta, Canine
ENPL_HUMAN	P14625	CHEMBL1075323	Endoplasmin, Human
ENPP2_HUMAN	Q13822	CHEMBL3691	Autotaxin, Human
ENTE_ECOLI	P10378	CHEMBL4856	Enterobactin Synthetase Component E, Ecoli
ENTP1_BOVIN	O18956	CHEMBL2766	Ectonucleoside Triphosphate Diphosphohydrolase 1, Bovin
ENTP1_HUMAN	P49961	CHEMBL5722	Ectonucleoside Triphosphate Diphosphohydrolase 1, Human
ENTP2_HUMAN	Q9Y5L3	CHEMBL5049	Ectonucleoside Triphosphate Diphosphohydrolase 2, Human
ENV_HV1H2	P04578	CHEMBL3520	Envelope Polyprotein GP160, Hv1h2
ENV_HV1Y2	P35961	CHEMBL6180	Envelope Glycoprotein Gp160, Hv1y2
ENV_MMTVG	P03374	CHEMBL5825	Envelope Glycoprotein Gp70, Mmtvg
EP300_HUMAN	Q09472	CHEMBL3784	Histone Acetyltransferase P300, Human
EPAS1_HUMAN	Q99814	CHEMBL1744522	Endothelial PAS Domain-containing Protein 1, Human
EPHA1_HUMAN	P21709	CHEMBL5810	Ephrin Type-A Receptor 1, Human
EPHA2_HUMAN	P29317	CHEMBL2068	Ephrin Type-A Receptor 2, Human
EPHA3_HUMAN	P29320	CHEMBL4954	Ephrin Type-A Receptor 3, Human
EPHA4_HUMAN	P54764	CHEMBL3988	Ephrin Type-A Receptor 4, Human
EPHA5_HUMAN	P54756	CHEMBL3987	Ephrin Type-A Receptor 5, Human
EPHA6_HUMAN	Q9UF33	CHEMBL4526	Ephrin Type-A Receptor 6, Human
EPHA7_HUMAN	Q15375	CHEMBL4602	Ephrin Type-A Receptor 7, Human
EPHA8_HUMAN	P29322	CHEMBL4134	Ephrin Type-A Receptor 8, Human
EPHB1_HUMAN	P54762	CHEMBL5072	Ephrin Type-B Receptor 1, Human
EPHB2_HUMAN	P29323	CHEMBL3290	Ephrin Type-B Receptor 2, Human
EPHB3_HUMAN	P54753	CHEMBL4901	Ephrin Type-B Receptor 3, Human
EPHB4_HUMAN	P54760	CHEMBL5147	Ephrin Type-B Receptor 4, Human
EPHB6_HUMAN	O15197	CHEMBL5836	Ephrin Type-B Receptor 6, Human
EPOR_HUMAN	P19235	CHEMBL1817	Erythropoietin Receptor, Human
EPYC_HUMAN	Q99645	CHEMBL2080	Small Chondroitin/dermatan Sulfate Proteoglycan, Human
ERBB2_HUMAN	P04626	CHEMBL1824	Receptor Protein-tyrosine Kinase ErbB-2, Human
ERBB2_RAT	P06494	CHEMBL3848	Receptor Protein-tyrosine Kinase ErbB-2, Rat
ERBB4_HUMAN	Q15303	CHEMBL3009	Receptor Protein-tyrosine Kinase ErbB-4, Human
ERCC5_HUMAN	P28715	CHEMBL4736	DNA Excision Repair Protein ERCC-5, Human
ERG1_HUMAN	Q14534	CHEMBL3592	Squalene Monooxygenase, Human
ERG1_RAT	P52020	CHEMBL4241	Squalene Monooxygenase, Rat
ERG2_YEAST	P32352	CHEMBL3224	C-8 Sterol Isomerase, Yeast
ERG7_CANAL	Q04782	CHEMBL1075056	Lanosterol Synthase, Canal
ERG7_HUMAN	P48449	CHEMBL3593	Lanosterol Synthase, Human
ERG7_PNECA	Q96WJ0	CHEMBL1075204	Lanosterol Synthase, Pneca
ERG7_RAT	P48450	CHEMBL3262	Lanosterol Synthase, Rat
ERG7_YEAST	P38604	CHEMBL5355	Lanosterol Synthase, Yeast
ERG_HUMAN	P11308	CHEMBL1293191	Transcriptional Regulator ERG, Human
ERM_BACSU	P13956	CHEMBL4251	Erythromycin Resistance Protein, Bacsu
ERM_STRPN	P21236	CHEMBL2757	RRNA Adenine N-6-methyltransferase, Strpn
ERN1_HUMAN	O75460	CHEMBL1163101	Serine/threonine-protein Kinase/endoribonuclease IRE1, Human
ERO1A_HUMAN	Q96HE7	CHEMBL1671609	ERO1-like Protein Alpha, Human
ERR1_HUMAN	P11474	CHEMBL3429	Estrogen-related Receptor Alpha, Human
ERR2_HUMAN	O95718	CHEMBL3751	Estrogen-related Receptor Beta, Human
ERR3_HUMAN	P62508	CHEMBL4245	Estrogen-related Receptor Gamma, Human
ESR1_BOVIN	P49884	CHEMBL2930	Estrogen Receptor Alpha, Bovin
ESR1_HUMAN	P03372	CHEMBL206	Estrogen Receptor Alpha, Human
ESR1_MOUSE	P19785	CHEMBL3065	Estrogen Receptor Alpha, Mouse
ESR1_RAT	P06211	CHEMBL2724	Estrogen Receptor Alpha, Rat
ESR2_HUMAN	Q92731	CHEMBL242	Estrogen Receptor Beta, Human
ESR2_MOUSE	O08537	CHEMBL2995	Estrogen Receptor Beta, Mouse
ESR2_RAT	Q62986	CHEMBL3021	Estrogen Receptor Beta, Rat
EST1_HUMAN	P23141	CHEMBL2265	Acyl Coenzyme A:cholesterol Acyltransferase, Human
EST1_PIG	Q29550	CHEMBL3383	Carboxylesterase, Pig
EST1_RABIT	P12337	CHEMBL2623	Acyl Coenzyme A:cholesterol Acyltransferase, Rabit
EST2_HUMAN	O00748	CHEMBL3180	Carboxylesterase 2, Human
ESTD_PIG	Q9GJT2	CHEMBL4063	Esterase D, Pig
ETHR_MYCTU	P96222	CHEMBL1772929	HTH-type Transcriptional Regulator EthR, Myctu
EXSA_PSEAE	P26993	CHEMBL1075205	Exoenzyme S Synthesis Regulatory Protein ExsA, Pseae
F13A_HUMAN	P00488	CHEMBL4530	Coagulation Factor XIII, Human
F16P1_HUMAN	P09467	CHEMBL3975	Fructose-1,6-bisphosphatase, Human
F16P1_MOUSE	Q9QXD6	CHEMBL5360	Fructose-1,6-bisphosphatase 1, Mouse
F16P1_PIG	P00636	CHEMBL2263	Fructose-1,6-bisphosphatase, Pig
F16P1_RAT	P19112	CHEMBL4391	Fructose-1,6-bisphosphatase, Rat
F16P2_HUMAN	O00757	CHEMBL3877	Fructose-1,6-bisphosphatase 2, Human
FA10_BOVIN	P00743	CHEMBL3656	Coagulation Factor X, Bovin
FA10_HUMAN	P00742	CHEMBL244	Coagulation Factor X, Human
FA10_RABIT	O19045	CHEMBL5062	Coagulation Factor X, Rabit
FA10_RAT	Q63207	CHEMBL3755	Coagulation Factor X, Rat
FA11_HUMAN	P03951	CHEMBL2820	Coagulation Factor XI, Human
FA12_HUMAN	P00748	CHEMBL2821	Coagulation Factor XII, Human
FA5_HUMAN	P12259	CHEMBL3618	Coagulation Factor V, Human
FA7_HUMAN	P08709	CHEMBL3991	Coagulation Factor VII, Human
FA8_HUMAN	P00451	CHEMBL3143	Coagulation Factor VIII, Human
FA9_HUMAN	P00740	CHEMBL2016	Coagulation Factor IX, Human
FAAH1_HUMAN	O00519	CHEMBL2243	Anandamide Amidohydrolase, Human
FAAH1_MOUSE	O08914	CHEMBL3455	Anandamide Amidohydrolase, Mouse
FAAH1_RAT	P97612	CHEMBL3229	Anandamide Amidohydrolase, Rat
FAB2_MYCTU	P63456	CHEMBL4543	3-oxoacyl-[acyl-carrier-protein] Synthase 2, Myctu
FABH_ECOLI	P0A6R0	CHEMBL4914	3-oxoacyl-[acyl-carrier-protein] Synthase 3, Ecoli
FABH_ENTFA	Q820T1	CHEMBL5070	Beta-ketoacyl-ACP Synthase III, Entfa
FABH_HAEIN	P43711	CHEMBL3822	Beta-ketoacyl-ACP Synthase III, Haein
FABH_MYCTU	P0A574	CHEMBL3640	3-oxoacyl-[acyl-carrier-protein] Synthase III, Myctu
FABH_STAAM	P68795	CHEMBL3673	Beta-ketoacyl-ACP Synthase III, Staam
FABH_STRP3	P0DB00	CHEMBL3672	Beta-ketoacyl-ACP Synthase III, Strp3
FABI_BACSU	P54616	CHEMBL1075044	Enoyl-[acyl-carrier-protein] Reductase [NADH], Bacsu
FABI_ECOLI	P0AEK4	CHEMBL1857	Enoyl-[acyl-carrier-protein] Reductase, Ecoli
FABI_STAAR	Q6GI75	CHEMBL3994	Enoyl-[acyl-carrier-protein] Reductase, Staar
FABP4_HUMAN	P15090	CHEMBL2083	Fatty Acid Binding Protein Adipocyte, Human
FABP5_HUMAN	Q01469	CHEMBL3674	Fatty Acid Binding Protein Epidermal, Human
FABPH_HUMAN	P05413	CHEMBL3344	Fatty Acid Binding Protein Muscle, Human
FABPI_HUMAN	P12104	CHEMBL4879	Fatty Acid Binding Protein Intestinal, Human
FABPL_HUMAN	P07148	CHEMBL5421	Fatty Acid-binding Protein, Liver, Human
FABPL_RAT	P02692	CHEMBL5738	Fatty Acid-binding Protein, Liver, Rat
FACE1_MOUSE	Q80W54	CHEMBL1075286	CAAX Prenyl Protease 1 Homolog, Mouse
FACE2_HUMAN	Q9Y256	CHEMBL3411	Prenyl Protein Specific Protease, Human
FADS1_HUMAN	O60427	CHEMBL5840	Fatty Acid Desaturase 1, Human
FADS1_RAT	Q920R3	CHEMBL5727	Fatty Acid Desaturase 1, Rat
FAK1_HUMAN	Q05397	CHEMBL2695	Focal Adhesion Kinase 1, Human
FAK2_HUMAN	Q14289	CHEMBL5469	Protein Tyrosine Kinase 2 Beta, Human
FAK2_MOUSE	Q9QVP9	CHEMBL1075289	Protein-tyrosine Kinase 2-beta, Mouse
FAS_HUMAN	P49327	CHEMBL4158	Fatty Acid Synthase, Human
FAS_MOUSE	P19096	CHEMBL1795189	Fatty Acid Synthase, Mouse
FAS_RAT	P12785	CHEMBL3783	Fatty Acid Synthase, Rat
FCER2_HUMAN	P06734	CHEMBL2940	Immunoglobulin Epsilon Fc Receptor, Human
FCGR1_HUMAN	P12314	CHEMBL5349	High Affinity Immunoglobulin Gamma Fc Receptor I, Human
FDFT_HUMAN	P37268	CHEMBL3338	Squalene Synthetase, Human
FDFT_RAT	Q02769	CHEMBL3815	Squalene Synthetase, Rat
FEN1_HUMAN	P39748	CHEMBL5027	Flap Endonuclease 1, Human
FER_HUMAN	P16591	CHEMBL3982	Tyrosine-protein Kinase FER, Human
FES_HUMAN	P07332	CHEMBL5455	Tyrosine-protein Kinase FES, Human
FFAR1_HUMAN	O14842	CHEMBL4422	Free Fatty Acid Receptor 1, Human
FFAR1_MOUSE	Q76JU9	CHEMBL5411	Free Fatty Acid Receptor 1, Mouse
FGF2_HUMAN	P09038	CHEMBL3107	Basic Fibroblast Growth Factor, Human
FGFR1_HUMAN	P11362	CHEMBL3650	Fibroblast Growth Factor Receptor 1, Human
FGFR1_MOUSE	P16092	CHEMBL3960	Fibroblast Growth Factor Receptor 1, Mouse
FGFR2_HUMAN	P21802	CHEMBL4142	Fibroblast Growth Factor Receptor 2, Human
FGFR2_MOUSE	P21803	CHEMBL3648	Fibroblast Growth Factor Receptor 2, Mouse
FGFR3_HUMAN	P22607	CHEMBL2742	Fibroblast Growth Factor Receptor 3, Human
FGFR3_MOUSE	Q61851	CHEMBL4066	Fibroblast Growth Factor Receptor 3, Mouse
FGFR4_HUMAN	P22455	CHEMBL3973	Fibroblast Growth Factor Receptor 4, Human
FGFR4_MOUSE	Q03142	CHEMBL3839	Fibroblast Growth Factor Receptor 4, Mouse
FGR_HUMAN	P09769	CHEMBL4454	Tyrosine-protein Kinase FGR, Human
FGR_RAT	Q6P6U0	CHEMBL4362	Tyrosine-protein Kinase FGR, Rat
FIBB_HUMAN	P02675	CHEMBL2048	Fibrinogen Beta Chain, Human
FIMH_ECOLI	P08191	CHEMBL4837	Adhesin Protein FimH, Ecoli
FKB14_HUMAN	Q9NWM8	CHEMBL2342	FK506 Binding Protein 14, Human
FKB1A_HUMAN	P62942	CHEMBL1902	FK506-binding Protein 1A, Human
FKB1A_RAT	Q62658	CHEMBL2095	FK506-binding Protein 1A, Rat
FKB1B_HUMAN	P68106	CHEMBL2430	FK506-binding Protein 1B, Human
FKBP3_HUMAN	Q00688	CHEMBL4746	FK506 Binding Protein 3, Human
FKBP4_HUMAN	Q02790	CHEMBL4050	FK506 Binding Protein 4, Human
FLT3_HUMAN	P36888	CHEMBL1974	Tyrosine-protein Kinase Receptor FLT3, Human
FNTA_BOVIN	P29702	CHEMBL2377	Protein Farnesyltransferase/geranylgeranyltransferase Type I Alpha Subunit, Bovin
FNTA_HUMAN	P49354	CHEMBL271	Protein Farnesyltransferase/geranylgeranyltransferase Type I Alpha Subunit, Human
FNTA_MOUSE	Q61239	CHEMBL2153	Protein Farnesyltransferase/geranylgeranyltransferase Type I Alpha Subunit, Mouse
FNTA_RAT	Q04631	CHEMBL4432	Protein Farnesyltransferase/geranylgeranyltransferase Type I Alpha Subunit, Rat
FNTA_YEAST	P29703	CHEMBL2406	Protein Farnesyltransferase/geranylgeranyltransferase Type I Alpha Subunit, Yeast
FNTB_BOVIN	P49355	CHEMBL4671	Protein Farnesyltransferase Beta Subunit, Bovin
FNTB_HUMAN	P49356	CHEMBL272	Protein Farnesyltransferase Beta Subunit, Human
FNTB_MOUSE	Q8K2I1	CHEMBL2631	Protein Farnesyltransferase Beta Subunit, Mouse
FNTB_RAT	Q02293	CHEMBL4890	Protein Farnesyltransferase Beta Subunit, Rat
FNTB_YEAST	P22007	CHEMBL4122	Protein Farnesyltransferase Beta Subunit, Yeast
FOLB_STAAM	P64145	CHEMBL5447	Dihydroneopterin Aldolase, Staam
FOLB_STAAN	P64146	CHEMBL5448	Dihydroneopterin Aldolase, Staan
FOLB_STAAW	P64147	CHEMBL4416	Dihydroneopterin Aldolase, Staaw
FOLC_HUMAN	Q05932	CHEMBL3171	Folylpoly-gamma-glutamate Synthetase, Human
FOLC_MOUSE	P48760	CHEMBL2890	Folylpoly-gamma-glutamate Synthetase, Mouse
FOLH1_HUMAN	Q04609	CHEMBL1892	Glutamate Carboxypeptidase II, Human
FOLH1_RAT	P70627	CHEMBL5098	Glutamate Carboxypeptidase II, Rat
FOLR1_HUMAN	P15328	CHEMBL2121	Folate Receptor Alpha, Human
FOLR2_HUMAN	P14207	CHEMBL5064	Folate Receptor Beta, Human
FOLR3_HUMAN	P41439	CHEMBL3885	Folate Receptor Gamma, Human
FOS_HUMAN	P01100	CHEMBL5029	Proto-oncogene Protein C-fos, Human
FPPS_HUMAN	P14324	CHEMBL1782	Farnesyl Diphosphate Synthase, Human
FPR1_HUMAN	P21462	CHEMBL3359	Formyl Peptide Receptor 1, Human
FPS_FUJSV	P00530	CHEMBL5708	Tyrosine-protein Kinase Transforming Protein FPS, Fujsv
FRK_HUMAN	P42685	CHEMBL4223	Tyrosine-protein Kinase FRK, Human
FTSZ_MYCTU	P64170	CHEMBL4213	Cell Division Protein FtsZ, Myctu
FUCO2_HUMAN	Q9BTY2	CHEMBL2271	Alpha-L-fucosidase 2, Human
FUCO_BOVIN	Q2KIM0	CHEMBL3545	Alpha-L-fucosidase 1, Bovin
FUCO_HUMAN	P04066	CHEMBL4176	Alpha-L-fucosidase I, Human
FUCO_RAT	P17164	CHEMBL2710	Alpha-L-fucosidase I, Rat
FUMH_PIG	P10173	CHEMBL6143	Fumarate Hydratase, Mitochondrial, Pig
FURIN_HUMAN	P09958	CHEMBL2611	Furin, Human
FYN_HUMAN	P06241	CHEMBL1841	Tyrosine-protein Kinase FYN, Human
FYN_MOUSE	P39688	CHEMBL4517	Tyrosine-protein Kinase FYN, Mouse
G3PC_LEIME	Q01558	CHEMBL4137	Glyceraldehyde-3-phosphate Dehydrogenase Cytosolic, Leime
G3PG_TRYCR	P22513	CHEMBL5926	Glyceraldehyde-3-phosphate Dehydrogenase, Glycosomal, Trycr
G3P_HUMAN	P04406	CHEMBL2284	Glyceraldehyde-3-phosphate Dehydrogenase Liver, Human
G5BRE3_HETGA	G5BRE3	CHEMBL4410	Glutamate-gated Chloride Channel 52.5 KD, Hetga
G6PC_HUMAN	P35575	CHEMBL2282	Glucose-6-phosphatase, Human
G6PD_HUMAN	P11413	CHEMBL5347	Glucose-6-phosphate 1-dehydrogenase, Human
G6PD_YEAST	P11412	CHEMBL1075249	Glucose-6-phosphate 1-dehydrogenase, Yeast
G6PI_RABIT	Q9N1E2	CHEMBL1770045	Glucose-6-phosphate Isomerase, Rabit
GABR1_HUMAN	Q9UBS5	CHEMBL2064	GABA-B Receptor 1, Human
GABR1_RAT	Q9Z0U4	CHEMBL2753	GABA-B Receptor 1, Rat
GABR2_HUMAN	O75899	CHEMBL5034	GABA-B Receptor 2, Human
GABR2_RAT	O88871	CHEMBL4686	GABA-B Receptor 2, Rat
GABT_HUMAN	P80404	CHEMBL2044	Gamma-amino-N-butyrate Transaminase, Human
GABT_PIG	P80147	CHEMBL2266	Gamma-amino-N-butyrate Transaminase, Pig
GABT_RAT	P50554	CHEMBL3148	Gamma-amino-N-butyrate Transaminase, Rat
GAK_HUMAN	O14976	CHEMBL4355	Serine/threonine-protein Kinase GAK, Human
GALE_HUMAN	Q14376	CHEMBL5843	UDP-glucose 4-epimerase, Human
GALR1_RAT	Q62805	CHEMBL5504	Galanin Receptor Type 1, Rat
GALR2_RAT	O08726	CHEMBL5577	Galanin Receptor Type 2, Rat
GALR3_HUMAN	O60755	CHEMBL2731	Galanin Receptor 3, Human
GANAB_HUMAN	Q14697	CHEMBL2519	Neutral Alpha-glucosidase AB, Human
GANC_HUMAN	Q8TET4	CHEMBL2520	Neutral Alpha-glucosidase C, Human
GANC_MOUSE	Q8BVW0	CHEMBL3635	Neutral Alpha-glucosidase C, Mouse
GASR_HUMAN	P32239	CHEMBL298	Cholecystokinin B Receptor, Human
GASR_MOUSE	P56481	CHEMBL2854	Cholecystokinin B Receptor, Mouse
GASR_RAT	P30553	CHEMBL3508	Cholecystokinin B Receptor, Rat
GBA2_HUMAN	Q9HCG7	CHEMBL3761	Beta-glucosidase, Human
GBA2_MOUSE	Q69ZF3	CHEMBL5614	Non-lysosomal Glucosylceramidase, Mouse
GBA3_HUMAN	Q9H227	CHEMBL3865	Beta-glucosidase Cytosolic, Human
GBRA1_BOVIN	P08219	CHEMBL3627	GABA Receptor Alpha-1 Subunit, Bovin
GBRA1_HUMAN	P14867	CHEMBL1962	GABA Receptor Alpha-1 Subunit, Human
GBRA1_MOUSE	P62812	CHEMBL3139	GABA Receptor Alpha-1 Subunit, Mouse
GBRA1_RAT	P62813	CHEMBL343	GABA Receptor Alpha-1 Subunit, Rat
GBRA2_BOVIN	P10063	CHEMBL2321	GABA Receptor Alpha-2 Subunit, Bovin
GBRA2_HUMAN	P47869	CHEMBL4956	GABA Receptor Alpha-2 Subunit, Human
GBRA2_MOUSE	P26048	CHEMBL2705	GABA Receptor Alpha-2 Subunit, Mouse
GBRA2_RAT	P23576	CHEMBL341	GABA Receptor Alpha-2 Subunit, Rat
GBRA3_BOVIN	P10064	CHEMBL3628	GABA Receptor Alpha-3 Subunit, Bovin
GBRA3_HUMAN	P34903	CHEMBL3026	GABA Receptor Alpha-3 Subunit, Human
GBRA3_MOUSE	P26049	CHEMBL3387	GABA Receptor Alpha-3 Subunit, Mouse
GBRA3_RAT	P20236	CHEMBL328	GABA Receptor Alpha-3 Subunit, Rat
GBRA4_BOVIN	P20237	CHEMBL3140	GABA Receptor Alpha-4 Subunit, Bovin
GBRA4_HUMAN	P48169	CHEMBL2472	GABA Receptor Alpha-4 Subunit, Human
GBRA4_MOUSE	Q9D6F4	CHEMBL4182	GABA Receptor Alpha-4 Subunit, Mouse
GBRA4_RAT	P28471	CHEMBL292	GABA Receptor Alpha-4 Subunit, Rat
GBRA5_HUMAN	P31644	CHEMBL5112	GABA Receptor Alpha-5 Subunit, Human
GBRA5_MOUSE	Q8BHJ7	CHEMBL2304	GABA Receptor Alpha-5 Subunit, Mouse
GBRA5_RAT	P19969	CHEMBL300	GABA Receptor Alpha-5 Subunit, Rat
GBRA6_HUMAN	Q16445	CHEMBL2579	GABA Receptor Alpha-6 Subunit, Human
GBRA6_MOUSE	P16305	CHEMBL4710	GABA Receptor Alpha-6 Subunit, Mouse
GBRA6_RAT	P30191	CHEMBL293	GABA Receptor Alpha-6 Subunit, Rat
GBRB1_BOVIN	P08220	CHEMBL2848	GABA Receptor Beta-1 Subunit, Bovin
GBRB1_HUMAN	P18505	CHEMBL4558	GABA Receptor Beta-1 Subunit, Human
GBRB1_MOUSE	P50571	CHEMBL2839	GABA Receptor Beta-1 Subunit, Mouse
GBRB1_RAT	P15431	CHEMBL334	GABA Receptor Beta-1 Subunit, Rat
GBRB2_HUMAN	P47870	CHEMBL1920	GABA Receptor Beta-2 Subunit, Human
GBRB2_RAT	P63138	CHEMBL295	GABA Receptor Beta-2 Subunit, Rat
GBRB3_HUMAN	P28472	CHEMBL1847	GABA Receptor Beta-3 Subunit, Human
GBRB3_MOUSE	P63080	CHEMBL4231	GABA Receptor Beta-3 Subunit, Mouse
GBRB3_RAT	P63079	CHEMBL316	GABA Receptor Beta-3 Subunit, Rat
GBRB_MUSDO	Q75NA5	CHEMBL3986	GABA Receptor Subunit, Musdo
GBRD_HUMAN	O14764	CHEMBL3591	GABA Receptor Delta Subunit, Human
GBRD_MOUSE	P22933	CHEMBL3907	GABA Receptor Delta Subunit, Mouse
GBRD_RAT	P18506	CHEMBL337	GABA Receptor Delta Subunit, Rat
GBRE_HUMAN	P78334	CHEMBL4635	GABA Receptor Epsilon Subunit, Human
GBRE_RAT	Q9ES14	CHEMBL306	GABA Receptor Epsilon Subunit, Rat
GBRG1_HUMAN	Q8N1C3	CHEMBL4044	GABA Receptor Gamma-1 Subunit, Human
GBRG1_MOUSE	Q9R0Y8	CHEMBL2891	GABA Receptor Gamma-1 Subunit, Mouse
GBRG1_RAT	P23574	CHEMBL296	GABA Receptor Gamma-1 Subunit, Rat
GBRG2_BOVIN	P22300	CHEMBL5138	GABA Receptor Gamma-2 Subunit, Bovin
GBRG2_HUMAN	P18507	CHEMBL1788	GABA Receptor Gamma-2 Subunit, Human
GBRG2_MOUSE	P22723	CHEMBL2941	GABA Receptor Gamma-2 Subunit, Mouse
GBRG2_RAT	P18508	CHEMBL297	GABA Receptor Gamma-2 Subunit, Rat
GBRG3_HUMAN	Q99928	CHEMBL2739	GABA Receptor Gamma-3 Subunit, Human
GBRG3_MOUSE	P27681	CHEMBL4236	GABA Receptor Gamma-3 Subunit, Mouse
GBRG3_RAT	P28473	CHEMBL336	GABA Receptor Gamma-3 Subunit, Rat
GBRP_HUMAN	O00591	CHEMBL3506	GABA Receptor Pi Subunit, Human
GBRP_MOUSE	Q8QZW7	CHEMBL2746	GABA Receptor Pi Subunit, Mouse
GBRP_RAT	O09028	CHEMBL294	GABA Receptor Pi Subunit, Rat
GBRR1_HUMAN	P24046	CHEMBL3561	GABA Receptor Rho-1 Subunit, Human
GBRR1_RAT	P50572	CHEMBL3588	GABA Receptor Rho-1 Subunit, Rat
GBRR2_HUMAN	P28476	CHEMBL2375	GABA Receptor Rho-2 Subunit, Human
GBRR2_RAT	P47742	CHEMBL2953	GABA Receptor Rho-2 Subunit, Rat
GBRR3_HUMAN	A8MPY1	CHEMBL2394	GABA Receptor Rho-3 Subunit, Human
GBRT_HUMAN	Q9UN88	CHEMBL2843	GABA Receptor Theta Subunit, Human
GBRT_MOUSE	Q9JLF1	CHEMBL3249	GABA Receptor Theta Subunit, Mouse
GCR_HUMAN	P04150	CHEMBL2034	Glucocorticoid Receptor, Human
GCR_MOUSE	P06537	CHEMBL3144	Glucocorticoid Receptor, Mouse
GCR_RAT	P06536	CHEMBL3368	Glucocorticoid Receptor, Rat
GCYA1_BOVIN	P19687	CHEMBL3915	Guanylate Cyclase Soluble Alpha-1 Chain, Bovin
GCYA2_HUMAN	P33402	CHEMBL3303	Guanylate Cyclase Soluble Alpha-2 Chain, Human
GCYA3_HUMAN	Q02108	CHEMBL3796	Guanylate Cyclase Soluble Alpha-3 Chain, Human
GCYB1_BOVIN	P16068	CHEMBL3193	Guanylate Cyclase Soluble Beta-1 Chain, Bovin
GCYB1_HUMAN	Q02153	CHEMBL2046	Guanylate Cyclase Soluble Beta-1 Chain, Human
GCYB2_HUMAN	O75343	CHEMBL2795	Guanylate Cyclase Soluble Beta-2 Chain, Human
GDE_HUMAN	P35573	CHEMBL5272	Glycogen Debranching Enzyme, Human
GDE_RABIT	P35574	CHEMBL5273	Glycogen Debranching Enzyme, Rabit
GGH_HUMAN	Q92820	CHEMBL2223	Gamma-glutamyl Hydrolase, Human
GGPPS_HUMAN	O95749	CHEMBL4769	Geranylgeranyl Pyrophosphate Synthetase, Human
GGPPS_YEAST	Q12051	CHEMBL1075251	Geranylgeranyl Pyrophosphate Synthase, Yeast
