GeneSymbol1	GeneSymbol2	Distance
TFAM	FABD	0.799
TFAM	HXK2	0.714
TFAM	ULA1	0.795
TFAM	AGRP	0.846
TFAM	CALM	0.738
TFAM	CX7A1	0.823
TFAM	NICA	0.787
TFAM	NUP53	0.716
TFAM	ALBU	0.757
TFAM	RFC4	0.283
TFAM	H2AZ	0.843
TFAM	MD2L1	0.66
TFAM	NAA15	0.744
TFAM	ABCE1	0.626
TFAM	NDUS4	0.73
TFAM	UTP15	0.834
TFAM	NPM	0.848
TFAM	GRP75	0.782
TFAM	RAD21	0.8
TFAM	ORC5	0.839
TFAM	NOS3	0.726
TFAM	COX6C	0.8
TFAM	DCA13	0.814
TFAM	LLR1	0.805
TFAM	KTU	0.79
TFAM	ZNF22	0.841
TFAM	F175B	0.841
TFAM	PRDX3	0.736
TFAM	CPSF2	0.844
TFAM	LRRK2	0.782
TFAM	NDUB8	0.82
TFAM	TCPB	0.629
TFAM	J3KND1	0.799
TFAM	PAF15	0.848
TFAM	CPSF5	0.696
TFAM	PHB	0.733
TFAM	SMD1	0.736
TFAM	RIR1	0.733
TFAM	TSR1	0.829
TFAM	ICT1	0.581
TFAM	KITH	0.848
TFAM	TOPK	0.843
TFAM	PRLD1	0.845
TFAM	TM154	0.781
TFAM	BUB1	0.824
TFAM	UBF1	0.821
TFAM	HSP74	0.736
TFAM	INSR	0.8
TFAM	FAS	0.637
TFAM	SYHC	0.681
TFAM	NKRF	0.74
TFAM	IRS1	0.82
TFAM	RM39	0.84
TFAM	J3KNE6	0.698
TFAM	FOS	0.821
TFAM	UCRI	0.841
TFAM	RM13	0.783
TFAM	OGG1	0.726
TFAM	TEFM	0.773
TFAM	CDCA7	0.848
TFAM	MYL1	0.83
TFAM	CYC	0.391
TFAM	WDR3	0.779
TFAM	ZBT21	0.583
TFAM	SOX5	0.838
TFAM	PDE12	0.827
TFAM	HCFC1	0.74
TFAM	TERT	0.718
TFAM	PEO1	0.468
TFAM	LIPL	0.772
TFAM	RT22	0.822
TFAM	PPARD	0.771
TFAM	CASP3	0.781
TFAM	ZWILC	0.732
TFAM	PP1R8	0.846
TFAM	ATD3B	0.726
TFAM	UCP2	0.531
TFAM	CPT1B	0.609
TFAM	HCDH	0.759
TFAM	TNK1	0.835
TFAM	MRRP1	0.774
TFAM	PRGC2	0.615
TFAM	LEP	0.785
TFAM	HNF4A	0.772
TFAM	RNH1	0.731
TFAM	RM01	0.785
TFAM	RT31	0.833
TFAM	G8JLB0	0.704
TFAM	TYSY	0.843
TFAM	PHOCN	0.836
TFAM	MYEF2	0.821
TFAM	CY1	0.8
TFAM	TCPA	0.825
TFAM	COX5A	0.74
TFAM	RUVB1	0.772
TFAM	KCC2G	0.629
TFAM	GCSH	0.81
TFAM	ZN580	0.83
TFAM	KPYM	0.838
TFAM	RT23	0.826
TFAM	RCAN1	0.765
TFAM	NCOA1	0.717
TFAM	RRP7A	0.843
TFAM	TOP3A	0.824
TFAM	FXL13	0.838
TFAM	NDUV1	0.804
TFAM	DPOE1	0.577
TFAM	EXOS3	0.745
TFAM	UCP3	0.487
TFAM	STK11	0.782
TFAM	MAP2	0.708
TFAM	SRSF7	0.826
TFAM	PSN1	0.837
TFAM	EXOC1	0.844
TFAM	NCBP2	0.832
TFAM	MDHM	0.759
TFAM	AT132	0.82
TFAM	NDUV2	0.842
TFAM	RANG	0.836
TFAM	TSPOA	0.681
TFAM	SP1	0.798
TFAM	RSRC2	0.791
TFAM	GLRX3	0.776
TFAM	ACTG	0.843
TFAM	IDHP	0.81
TFAM	DGAT1	0.841
TFAM	PURA	0.8
TFAM	RM12	0.706
TFAM	EDNRB	0.759
TFAM	CBX3	0.819
TFAM	DHX15	0.793
TFAM	ARP8	0.836
TFAM	SODM	0.548
TFAM	PRP4B	0.848
TFAM	SIR6	0.848
TFAM	CIP1	0.85
TFAM	FA60A	0.838
TFAM	RNH2B	0.846
TFAM	PLPL2	0.82
TFAM	UGPA	0.797
TFAM	ZC3HF	0.825
TFAM	BAG5	0.843
TFAM	BRX1	0.698
TFAM	FOXO3	0.701
TFAM	THUM3	0.819
TFAM	CH60	0.698
TFAM	CAPR1	0.826
TFAM	T2FB	0.775
TFAM	SRFB1	0.843
TFAM	SMC4	0.816
TFAM	COX19	0.841
TFAM	CISY	0.389
TFAM	MED22	0.839
TFAM	J3KNU8	0.829
TFAM	UBP1	0.552
TFAM	RNAS1	0.82
TFAM	CU002	0.699
TFAM	UBC	0.5
TFAM	CRTC1	0.692
TFAM	PURG	0.8
TFAM	LYAR	0.796
TFAM	GPX4	0.726
TFAM	DDX21	0.712
TFAM	AAPK1	0.8
TFAM	CKAP5	0.759
TFAM	GABPA	0.306
TFAM	HD	0.773
TFAM	SRBP1	0.719
TFAM	T2EB	0.846
TFAM	SLMO2	0.828
TFAM	PSD12	0.831
TFAM	G3BP1	0.765
TFAM	MYH6	0.73
TFAM	INSR2	0.573
TFAM	HVCN1	0.813
TFAM	FIGL1	0.843
TFAM	CALM	0.74
TFAM	ACTB	0.833
TFAM	PRI1	0.735
TFAM	DDC	0.817
TFAM	J3KP21	0.689
TFAM	DPOLZ	0.58
TFAM	XRCC6	0.409
TFAM	DYH8	0.666
TFAM	RPE	0.847
TFAM	SUV3	0.803
TFAM	G3BP2	0.827
TFAM	MYG	0.788
TFAM	K6PF	0.8
TFAM	MAK16	0.85
TFAM	SIN3A	0.832
TFAM	WDHD1	0.789
TFAM	LONM	0.838
TFAM	MATR3	0.804
TFAM	COX1	0.351
TFAM	TOP1	0.821
TFAM	PNPH	0.381
TFAM	CYB	0.46
TFAM	MTOR	0.773
TFAM	ATP6	0.485
TFAM	NU6M	0.66
TFAM	OPA1	0.727
TFAM	NU1M	0.655
TFAM	SMC3	0.548
TFAM	NU4LM	0.538
TFAM	NU5M	0.564
TFAM	COX2	0.503
TFAM	NU4M	0.538
TFAM	COX3	0.631
TFAM	ILF2	0.76
TFAM	J9JIE5	0.757
TFAM	ATP8	0.391
TFAM	SEN15	0.848
TFAM	TFB2M	0.004
TFAM	FUMH	0.807
TFAM	TOM20	0.565
TFAM	PARP1	0.577
TFAM	SYEP	0.812
TFAM	RRP15	0.766
TFAM	RM18	0.844
TFAM	TFB1M	0.034
TFAM	TI17A	0.373
TFAM	UCHL5	0.481
TFAM	TPR	0.848
TFAM	DHX9	0.671
TFAM	TIPRL	0.847
TFAM	C560	0.835
TFAM	COPA	0.797
TFAM	CASQ1	0.492
TFAM	ACHB2	0.714
TFAM	ANPRA	0.838
TFAM	SNAPN	0.846
TFAM	BCCIP	0.668
TFAM	BUB3	0.684
TFAM	SPF27	0.831
TFAM	DKC1	0.707
TFAM	HNRPQ	0.69
TFAM	RPF1	0.844
TFAM	CT455	0.764
TFAM	LRC40	0.843
TFAM	PAIRB	0.645
TFAM	JUN	0.776
TFAM	AAPK2	0.759
TFAM	NOC3L	0.75
TFAM	NDC1	0.475
TFAM	NDUA1	0.74
TFAM	MGN	0.818
TFAM	CEP55	0.79
TFAM	CPT2	0.798
TFAM	ORC1	0.843
TFAM	DPM1	0.841
TFAM	ADT2	0.759
TFAM	CH25H	0.841
TFAM	SURF1	0.626
TFAM	J3KPA4	0.805
TFAM	RPAC1	0.82
TFAM	NUCG	0.715
TFAM	SET	0.752
TFAM	DNJC9	0.787
TFAM	UTP11	0.844
TFAM	MTF1	0.805
TFAM	KAD1	0.846
TFAM	CDK9	0.838
TFAM	PPIL1	0.81
TFAM	SRSF3	0.748
TFAM	RFA2	0.391
TFAM	ZWINT	0.815
TFAM	PRP4	0.825
TFAM	BAK	0.841
TFAM	THIO	0.818
TFAM	HNRPR	0.746
TFAM	RM50	0.791
TFAM	IF2B	0.845
TFAM	PINK1	0.804
TFAM	NCBP1	0.796
TFAM	MRT4	0.805
TFAM	SDHB	0.823
TFAM	COX42	0.85
TFAM	ANF	0.848
TFAM	TI17B	0.671
TFAM	SP2	0.621
TFAM	FRDA	0.683
TFAM	MYC	0.516
TFAM	SUGT1	0.846
TFAM	ARP2	0.833
TFAM	CKAP2	0.768
TFAM	HSP7E	0.769
TFAM	MRS2	0.849
TFAM	PRD16	0.612
TFAM	NU160	0.802
TFAM	DNLI3	0.814
TFAM	SPS1	0.844
TFAM	SUCB1	0.824
TFAM	ATD3A	0.721
TFAM	CRLS1	0.835
TFAM	DPOLA	0.577
TFAM	PCNA	0.562
TFAM	FOXO1	0.746
TFAM	PK1IP	0.77
TFAM	IF1AX	0.839
TFAM	MCA3	0.661
TFAM	IPO7	0.84
TFAM	RFC3	0.726
TFAM	UCN3	0.837
TFAM	HAUS6	0.743
TFAM	PTCD2	0.835
TFAM	ECHA	0.829
TFAM	SMN	0.846
TFAM	SMN	0.846
TFAM	GABP1	0.323
TFAM	IF3M	0.828
TFAM	ADT3	0.798
TFAM	PUR2	0.826
TFAM	SIR3	0.757
TFAM	SRY	0.812
TFAM	NOP16	0.847
TFAM	TSN	0.841
TFAM	EXOS8	0.806
TFAM	AKT2	0.704
TFAM	ETS1	0.698
TFAM	PTH2	0.849
TFAM	RM19	0.721
TFAM	HMMR	0.83
TFAM	PYC	0.817
TFAM	MTDC	0.815
TFAM	TCPD	0.77
TFAM	AIMP1	0.827
TFAM	PURB	0.8
TFAM	BMP7	0.737
TFAM	J3KPU7	0.815
TFAM	ZN143	0.783
TFAM	NF2L2	0.82
TFAM	DEK	0.824
TFAM	JMJD7	0.835
TFAM	MEIOB	0.819
TFAM	PARP3	0.645
TFAM	J3KPX7	0.782
TFAM	PUR6	0.695
TFAM	SEH1	0.763
TFAM	CAN14	0.795
TFAM	ELAV1	0.782
TFAM	PSDE	0.81
TFAM	IMMT	0.768
TFAM	CREB1	0.682
TFAM	RL40	0.773
TFAM	GPX5	0.74
TFAM	DHX30	0.66
TFAM	TNFA	0.82
TFAM	TMX1	0.802
TFAM	PNPT1	0.838
TFAM	BZW1	0.798
TFAM	LDHA	0.818
TFAM	GNL3	0.77
TFAM	J3KQE5	0.83
TFAM	MEF2C	0.781
TFAM	ACL6A	0.749
TFAM	TNFA	0.8
TFAM	B4E283	0.849
TFAM	TNIK	0.779
TFAM	NOL7	0.844
TFAM	GPX1	0.681
TFAM	CT47A	0.66
TFAM	RFC5	0.336
TFAM	ACADM	0.82
TFAM	LSM5	0.844
TFAM	RSMB	0.846
TFAM	CPEB1	0.813
TFAM	B4DH40	0.695
TFAM	PEBB	0.845
TFAM	Q5T9E9	0.846
TFAM	LARP4	0.817
TFAM	TRA2B	0.765
TFAM	PP2AA	0.817
TFAM	GUAA	0.819
EMC1	RHBD2	0.82
EMC1	KCAB2	0.737
EMC1	NDUB7	0.821
EMC1	EMC9	0.491
EMC1	EMC2	0.356
EMC1	FCGBP	0.798
EMC1	DHDH	0.615
EMC1	TM109	0.844
EMC1	ARK72	0.843
EMC1	ACYP1	0.74
EMC1	S61A1	0.612
EMC1	EMC3	0.241
EMC1	ZC3HE	0.773
EMC1	ATX10	0.799
EMC1	EMC8	0.36
EMC1	CS057	0.539
EMC1	RNBP6	0.845
EMC1	ABI2	0.76
EMC1	PAHX	0.84
EMC1	OPRK	0.783
EMC1	EMC4	0.36
EMC1	GFOD2	0.767
EMC1	TAGL3	0.803
EMC1	SGMR1	0.8
EMC1	CENPH	0.652
EMC1	DHRS1	0.798
EMC1	CEL3A	0.101
EMC1	CXD2	0.81
EMC1	TMOD4	0.101
EMC1	RETST	0.828
EMC1	SNRK	0.797
EMC1	MAP11	0.797
EMC1	ARF6	0.837
EMC1	S61A2	0.612
EMC1	SMD1	0.8
EMC1	ELOV6	0.809
EMC1	ELOV5	0.705
EMC1	P2Y14	0.792
EMC1	LSP1	0.844
EMC1	P5I11	0.663
EMC1	DMAP1	0.804
EMC1	IKBB	0.82
EMC1	MAP12	0.797
EMC1	RANG	0.84
EMC1	WRB	0.809
EMC1	CRIP1	0.82
EMC1	TISB	0.826
EMC1	UB2G2	0.489
EMC1	BRI3B	0.81
EMC1	ASPP2	0.8
EMC1	DMKN	0.683
EMC1	MBTP1	0.782
EMC1	NCKX2	0.8
EMC1	UBC	0.396
EMC1	ELOV2	0.705
EMC1	FMO1	0.82
EMC1	LFG4	0.795
EMC1	F110B	0.66
EMC1	MARC1	0.824
EMC1	NB5R1	0.822
EMC1	PTN7	0.101
EMC1	TAGL2	0.796
EMC1	S10AG	0.626
EMC1	VPS72	0.101
EMC1	PPCE	0.82
EMC1	KCNA3	0.681
EMC1	ELOV4	0.809
EMC1	ELOV1	0.809
EMC1	EDN2	0.828
EMC1	UQCC1	0.843
EMC1	OST48	0.839
EMC1	PA2G5	0.8
EMC1	UBR4	0.679
EMC1	CAH6	0.829
EMC1	DJC11	0.781
EMC1	GFOD1	0.767
EMC1	K6PP	0.83
EMC1	RDH14	0.818
EMC1	PTPRZ	0.84
EMC1	ACYP2	0.799
EMC1	T22D1	0.841
EMC1	TNIK	0.816
EMC1	KCAB1	0.82
KLH29	TNR17	0.74
KLH29	CAH12	0.781
KLH29	LBP	0.804
KLH29	FCRLA	0.622
KLH29	LOX12	0.759
KLH29	TTC5	0.797
KLH29	J3KN30	0.82
KLH29	TYOBP	0.828
KLH29	QRIC2	0.797
KLH29	A1BG	0.833
KLH29	LRP2	0.832
KLH29	GNT2C	0.82
KLH29	MGLL	0.798
KLH29	DCHS	0.781
KLH29	CP11A	0.812
KLH29	I17RB	0.682
KLH29	LSHR	0.82
KLH29	HHIP	0.76
KLH29	LY6D	0.727
KLH29	PNOC	0.765
KLH29	CAH5B	0.738
KLH29	G8JLB0	0.84
KLH29	GCNT4	0.79
KLH29	BCAP	0.681
KLH29	SLPI	0.82
KLH29	NR5A2	0.799
KLH29	USF1	0.823
KLH29	CD48	0.823
KLH29	MDN1	0.799
KLH29	PTGDS	0.817
KLH29	SFTPD	0.804
KLH29	GCNT1	0.799
KLH29	F263	0.782
KLH29	NOL10	0.797
KLH29	CXB2	0.82
KLH29	CF163	0.797
KLH29	LAIR1	0.759
KLH29	NUPR1	0.798
KLH29	CAR11	0.728
KLH29	F8WCY4	0.731
KLH29	PRAP1	0.67
RT14	RPAP3	0.84
RT14	ACPM	0.752
RT14	RS20	0.29
RT14	PIGQ	0.846
RT14	PSA4	0.742
RT14	RT10	0.727
RT14	RT35	0.811
RT14	J3QQ67	0.573
RT14	TIM21	0.792
RT14	RS5	0.284
RT14	DIM1	0.703
RT14	RM28	0.8
RT14	RL6	0.682
RT14	TM14A	0.792
RT14	RS18	0.424
RT14	PSMD8	0.781
RT14	NH2L1	0.834
RT14	FKBP3	0.795
RT14	PSA3	0.845
RT14	APEX1	0.728
RT14	PSD10	0.848
RT14	NTH	0.781
RT14	RPB3	0.437
RT14	NDK3	0.778
RT14	NDKM	0.822
RT14	EMC2	0.799
RT14	SYSM	0.796
RT14	RNH2A	0.836
RT14	RL18A	0.503
RT14	BET1	0.755
RT14	RFA3	0.826
RT14	YAED1	0.787
RT14	PSA2	0.678
RT14	RM32	0.824
RT14	ZNHI3	0.833
RT14	RL19	0.459
RT14	RM27	0.792
RT14	LTOR3	0.833
RT14	PUS3	0.792
RT14	J3KMX5	0.226
RT14	RPC2	0.643
RT14	GPN3	0.777
RT14	RM51	0.779
RT14	ASF1A	0.834
RT14	RS12	0.834
RT14	EIF1B	0.522
RT14	X6R2S6	0.84
RT14	DDX1	0.796
RT14	MSH2	0.845
RT14	LANC1	0.846
RT14	CH10	0.815
RT14	ORC2	0.838
RT14	SYSC	0.796
RT14	VAMP4	0.799
RT14	EF1B	0.69
RT14	FAKD2	0.837
RT14	NDUB3	0.823
RT14	SLIRP	0.844
RT14	CRIPT	0.805
RT14	CCD53	0.848
RT14	RT02	0.58
RT14	S61A1	0.437
RT14	SNR27	0.825
RT14	RT07	0.206
RT14	MKKS	0.768
RT14	NDUB2	0.823
RT14	MPPB	0.832
RT14	MTX2	0.716
RT14	DAD1	0.834
RT14	RS4Y1	0.408
RT14	ZC3HE	0.765
RT14	NUP37	0.796
RT14	RS16	0.537
RT14	RL36	0.634
RT14	RM34	0.77
RT14	RM04	0.409
RT14	RT25	0.626
RT14	RL27	0.682
RT14	THAP1	0.846
RT14	DNHD1	0.846
RT14	COQ3	0.836
RT14	RT36	0.749
RT14	TIM10	0.836
RT14	PLPL8	0.776
RT14	ORC3	0.848
RT14	RM53	0.556
RT14	RT09	0.437
RT14	DDX56	0.805
RT14	NDUB5	0.629
RT14	RL35	0.316
RT14	RM15	0.396
RT14	CIA30	0.838
RT14	RLP24	0.684
RT14	WDR12	0.794
RT14	DYH3	0.846
RT14	NU133	0.795
RT14	ARL1	0.76
RT14	HACD3	0.846
RT14	DHX8	0.817
RT14	DYH9	0.846
RT14	CHCH3	0.83
RT14	RL8	0.434
RT14	HIRA	0.827
RT14	RPA2	0.643
RT14	IF2M	0.734
RT14	IFIH1	0.838
RT14	SPCS2	0.663
RT14	NDUS3	0.837
RT14	RPA1	0.752
RT14	HAT1	0.768
RT14	OSGP2	0.84
RT14	ORC4	0.84
RT14	NOP58	0.84
RT14	UFSP2	0.777
RT14	GRPE1	0.829
RT14	RM03	0.429
RT14	RL26L	0.47
RT14	DYH5	0.846
RT14	GL8D1	0.84
RT14	WDR61	0.834
RT14	ETUD1	0.5
RT14	RL3L	0.537
RT14	SGSM2	0.818
RT14	RS11	0.407
RT14	CENPR	0.844
RT14	MPC2	0.84
RT14	GLP3L	0.757
RT14	RUXG	0.823
RT14	RT05	0.329
RT14	TPRKB	0.796
RT14	ENOPH	0.84
RT14	RL37	0.6
RT14	NHP2	0.834
RT14	MUTA	0.817
RT14	RT28	0.783
RT14	NDUB9	0.769
RT14	IMP1L	0.789
RT14	HIKES	0.725
RT14	RS3	0.142
RT14	J3KN89	0.438
RT14	DENR	0.522
RT14	OXSM	0.833
RT14	SYNM	0.827
RT14	PIGF	0.719
RT14	GEMI6	0.754
RT14	ATPA	0.62
RT14	ZNT6	0.835
RT14	GGPPS	0.765
RT14	RIOK2	0.767
RT14	CETN3	0.661
RT14	AT5G3	0.785
RT14	MRP3	0.85
RT14	KAD9	0.682
RT14	CA112	0.79
RT14	RL30	0.498
RT14	COQ5	0.828
RT14	RS4Y2	0.408
RT14	RM17	0.315
RT14	MITD1	0.848
RT14	ATPO	0.843
RT14	PSB4	0.759
RT14	ULA1	0.823
RT14	PRS7	0.761
RT14	IF4A1	0.841
RT14	RL26	0.509
RT14	RL29	0.6
RT14	DPY30	0.732
RT14	NUP53	0.84
RT14	IF5A2	0.556
RT14	PSMD6	0.846
RT14	DYH12	0.846
RT14	RFC4	0.82
RT14	RL39L	0.67
RT14	MAP11	0.617
RT14	ADHX	0.816
RT14	H2AZ	0.829
RT14	RS23	0.284
RT14	NDUS4	0.836
RT14	NSA2	0.534
RT14	RRF2M	0.467
RT14	RRFM	0.61
RT14	RL10L	0.547
RT14	S61A2	0.437
RT14	KAD8	0.682
RT14	TRUB1	0.783
RT14	IKIP	0.84
RT14	ALG8	0.809
RT14	FA96A	0.806
RT14	RM16	0.393
RT14	SMD1	0.826
RT14	HDHD2	0.841
RT14	ATP5L	0.822
RT14	ICT1	0.529
RT14	RPB7	0.75
RT14	MMAD	0.848
RT14	SOX7	0.821
RT14	UBP42	0.359
RT14	LSM3	0.808
RT14	TR61B	0.844
RT14	PA2G4	0.617
RT14	RS9	0.284
RT14	MTCH2	0.797
RT14	SYIM	0.69
RT14	LMAN2	0.795
RT14	CBR4	0.844
RT14	NUDC2	0.837
RT14	SRP09	0.732
RT14	LETM1	0.807
RT14	RM39	0.794
RT14	CN142	0.831
RT14	UCRI	0.785
RT14	RM13	0.504
RT14	T126A	0.513
RT14	MET18	0.715
RT14	ODPB	0.69
RT14	RL13	0.6
RT14	EF2	0.5
RT14	H2AV	0.776
RT14	GPDM	0.84
RT14	RM48	0.822
RT14	RT12	0.16
RT14	RM11	0.521
RT14	HLTF	0.829
RT14	RL15	0.693
RT14	RL38	0.502
RT14	RT22	0.746
RT14	RS14	0.377
RT14	CKS1	0.773
RT14	DYH7	0.846
RT14	RL4	0.434
RT14	HCDH	0.843
RT14	RM46	0.715
RT14	RT21	0.802
RT14	RPB2	0.643
RT14	RPB1	0.752
RT14	RM01	0.761
RT14	MAP12	0.617
RT14	SHQ1	0.841
RT14	RT31	0.787
RT14	CAF1B	0.827
RT14	CSTF3	0.838
RT14	RMI1	0.827
RT14	CY1	0.779
RT14	RT11	0.434
RT14	MR1L1	0.824
RT14	RT24	0.793
RT14	FUBP3	0.845
RT14	RS15A	0.315
RT14	GPHRA	0.827
RT14	RT23	0.48
RT14	RT33	0.506
RT14	ATG4C	0.809
RT14	RLA2	0.672
RT14	EFTU	0.269
RT14	DPOE1	0.776
RT14	TM168	0.838
RT14	PLEC	0.476
RT14	RM10	0.771
RT14	PRP31	0.84
RT14	RPAB5	0.846
RT14	MAP2	0.617
RT14	NCBP2	0.838
RT14	IMP3	0.27
RT14	WRB	0.843
RT14	COA5	0.824
RT14	NDUAC	0.81
RT14	RS27L	0.442
RT14	RM40	0.837
RT14	MEGF8	0.82
RT14	NAA20	0.774
RT14	RA51C	0.778
RT14	IF5A1	0.556
RT14	RCAS1	0.843
RT14	RM35	0.762
RT14	RLA0	0.386
RT14	RS7	0.227
RT14	NDUA4	0.834
RT14	RL7	0.568
RT14	PARK7	0.828
RT14	RM20	0.835
RT14	SMC4	0.843
RT14	RT29	0.82
RT14	RL10	0.547
RT14	RS2	0.439
RT14	NO40	0.817
RT14	IPYR2	0.845
RT14	RL14	0.682
RT14	RL3	0.537
RT14	RL36L	0.73
RT14	RL27A	0.433
RT14	RL9	0.316
RT14	RL21	0.774
RT14	RLA1	0.672
RT14	RS17	0.76
RT14	RS17L	0.76
RT14	RS3A	0.461
RT14	RL7L	0.568
RT14	RSSA	0.58
RT14	RL22	0.619
RT14	DDX21	0.343
RT14	KAD5	0.682
RT14	AL9A1	0.828
RT14	KAD2	0.652
RT14	RS10	0.476
RT14	AT5G1	0.838
RT14	UBA5	0.805
RT14	RS26	0.732
RT14	DYHC1	0.846
RT14	CC88B	0.846
RT14	POP5	0.809
RT14	CSN5	0.78
RT14	J3KP21	0.773
RT14	DYH8	0.846
RT14	ACATN	0.82
RT14	HIBCH	0.789
RT14	RM24	0.342
RT14	RM21	0.844
RT14	ATP6	0.846
RT14	IF1AY	0.574
RT14	RL12	0.521
RT14	COA3	0.84
RT14	CI114	0.59
RT14	MET13	0.759
RT14	ILF2	0.75
RT14	SYDM	0.81
RT14	SEN15	0.766
RT14	RL39	0.67
RT14	TFB2M	0.668
RT14	TBCE	0.727
RT14	COA6	0.779
RT14	NTPCR	0.773
RT14	TSNAX	0.843
RT14	GNPAT	0.79
RT14	RAB4A	0.84
RT14	PARP1	0.823
RT14	SYEP	0.834
RT14	LYPL1	0.779
RT14	RRP15	0.748
RT14	NSL1	0.813
RT14	RM18	0.733
RT14	TFB1M	0.703
RT14	RF1ML	0.742
RT14	UBE2T	0.808
RT14	TI17A	0.809
RT14	CF211	0.832
RT14	GLRX2	0.84
RT14	UCHL5	0.685
RT14	TRM1L	0.809
RT14	ACBD6	0.752
RT14	CYBP	0.63
RT14	PACE1	0.768
RT14	NDK7	0.829
RT14	TIPRL	0.841
RT14	J9JIE6	0.639
RT14	DUS12	0.807
RT14	C560	0.741
RT14	UFC1	0.768
RT14	PEX19	0.782
RT14	PIGM	0.841
RT14	CA043	0.846
RT14	RS27	0.461
RT14	SNAPN	0.843
RT14	BCCIP	0.84
RT14	RM09	0.831
RT14	RT4I1	0.76
RT14	PX11B	0.782
RT14	DKC1	0.783
RT14	S35A1	0.829
RT14	AT5F1	0.843
RT14	RRP5	0.583
RT14	RL5	0.316
RT14	FUBP1	0.845
RT14	GPI8	0.842
RT14	ALG6	0.84
RT14	NOC3L	0.848
RT14	KCY	0.682
RT14	RL7A	0.834
RT14	RM14	0.73
RT14	RT18A	0.688
RT14	RPC1	0.752
RT14	RPAC1	0.437
RT14	YBOX1	0.525
RT14	CHCH1	0.797
RT14	TRUB2	0.783
RT14	RT16	0.223
RT14	NDUS5	0.836
RT14	RT15	0.809
RT14	KAD1	0.682
RT14	IPYR	0.845
RT14	FOLC	0.804
RT14	LGUL	0.846
RT14	RS4X	0.408
RT14	NDUA8	0.638
RT14	RL10A	0.606
RT14	V5IRT4	0.811
RT14	RL11	0.316
RT14	TM245	0.844
RT14	MLP3A	0.768
RT14	RM50	0.728
RT14	APEX2	0.777
RT14	MRT4	0.386
RT14	SYIC	0.796
RT14	AUHM	0.832
RT14	TRUA	0.792
RT14	COMD3	0.81
RT14	MRP4	0.848
RT14	CRNL1	0.833
RT14	SUCB1	0.774
RT14	QCR8	0.724
RT14	PUSL1	0.792
RT14	J3KPG2	0.672
RT14	LYRM7	0.832
RT14	RF1M	0.742
RT14	MBTP2	0.766
RT14	IF1AX	0.579
RT14	MCA3	0.792
RT14	DDX58	0.838
RT14	ARAID	0.843
RT14	J3KPH4	0.833
RT14	RS6	0.271
RT14	BTF3	0.84
RT14	NOP56	0.84
RT14	RDH14	0.848
RT14	COMD8	0.809
RT14	ZZEF1	0.838
RT14	KAD3	0.682
RT14	X6RAL5	0.843
RT14	TIM14	0.747
RT14	MET17	0.616
RT14	RM02	0.291
RT14	DYH2	0.846
RT14	DYH6	0.846
RT14	DYH17	0.846
RT14	RL13A	0.671
RT14	BBS10	0.841
RT14	RM19	0.686
RT14	RL24	0.654
RT14	RL23	0.291
RT14	RL34	0.522
RT14	CDC23	0.815
RT14	ZNT5	0.828
RT14	RS8	0.534
RT14	RL32	0.48
RT14	DC1I2	0.809
RT14	DYHC2	0.846
RT14	FUBP2	0.845
RT14	GIN1	0.772
RT14	GTPC1	0.776
RT14	PSDE	0.807
RT14	RL31	0.729
RT14	DYH10	0.846
RT14	NFU1	0.748
RT14	RL40	0.37
RT14	EFTS	0.681
RT14	TM251	0.84
RT14	RL23A	0.558
RT14	ATP5J	0.83
RT14	EF1D	0.729
RT14	RS18	0.424
RT14	RL35A	0.484
RT14	PNPT1	0.817
RT14	J3KQE5	0.849
RT14	ACL6A	0.809
RT14	RUXE	0.721
RT14	RL28	0.561
RT14	DYH1	0.846
RT14	RS18	0.424
RT14	NACAM	0.845
RT14	RPAB2	0.753
RT14	J3KQN4	0.72
RT14	NOL7	0.846
RT14	ACADM	0.777
RT14	LSM5	0.806
RT14	J3KQY1	0.373
RT14	RS18	0.424
RT14	RS24	0.286
RT14	DYH14	0.846
RT14	RS18	0.424
RT14	BAP1	0.845
RT14	A6NE09	0.58
RT14	S35A5	0.808
RT14	A8K0B5	0.831
RT14	RL37A	0.632
RT14	EFGM	0.5
RT14	EIF1	0.522
RT14	RL41	0.726
CA228	CNTN5	0.694
CA228	FA46B	0.8
CA228	FA46D	0.797
CA228	FA46A	0.8
CA228	PUF60	0.632
CA228	D3DWK9	0.391
CA228	LCE5A	0.101
CA228	RN220	0.036
CA228	STK31	0.588
CA228	PC11Y	0.835
CA228	FANK1	0.759
CA228	CRCT1	0.101
CA228	FA46C	0.8
CA228	TMM53	0.248
CA228	CAP1	0.101
CA228	PC11X	0.816
CA228	CHST3	0.66
CA228	G5E9A1	0.572
CA228	CD177	0.66
KRA58	POLS2	0.66
KRA58	DIRC1	0.819
KRA58	MB212	0.788
KRA58	KR111	0.759
KRA58	KR231	0.66
KRA58	KR10A	0.812
KRA58	KR107	0.812
KRA58	KR103	0.805
KRA58	KR10C	0.804
KRA58	KR105	0.817
KRA58	KR101	0.838
RN183	GMIP	0.621
RN183	ZNRF4	0.694
RN183	KXDL1	0.553
RN183	IBP5	0.835
RN183	AP1M2	0.759
RN183	UBP2	0.74
RN183	J3KN31	0.815
RN183	MUL1	0.727
RN183	ELMD1	0.538
RN183	UB2Q2	0.759
RN183	SO2B1	0.74
RN183	UB2Q1	0.843
